"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
1064,5,"DZA","Algeria",36,"Sétif",1064,"Ain-Sebt","DZ.SF.AS",NA,"1949","Commune","Commune","","Ain Sebt"
1065,5,"DZA","Algeria",36,"Sétif",1065,"Ain Abessa","DZ.SF.AB",NA,"1914","Commune","Commune","",""
1066,5,"DZA","Algeria",36,"Sétif",1066,"Ain Arnat","DZ.SF.AA",NA,"1926","Commune","Commune","","`Ayn Arnat"
1067,5,"DZA","Algeria",36,"Sétif",1067,"Ain Azel","DZ.SF.AZ",NA,"1940","Commune","Commune","","Ain Azal|`Ayn `Azl"
1068,5,"DZA","Algeria",36,"Sétif",1068,"Ain El Kebira","DZ.SF.AK",NA,"1902","Commune","Commune","","`Ayn-al-Khabira"
1069,5,"DZA","Algeria",36,"Sétif",1069,"Ain Lahdjar","DZ.SF.AJ",NA,"1918","Commune","Commune","",""
1070,5,"DZA","Algeria",36,"Sétif",1070,"Ain Oulmane","DZ.SF.AO",NA,"1928","Commune","Commune","","`Ayn Wilman"
1071,5,"DZA","Algeria",36,"Sétif",1071,"Ain Roua","DZ.SF.AR",NA,"1906","Commune","Commune","",""
1072,5,"DZA","Algeria",36,"Sétif",1072,"Ait-Tizi","DZ.SF.AT",NA,"1954","Commune","Commune","","Ait Tizi"
1073,5,"DZA","Algeria",36,"Sétif",1073,"Ait Naoual Mezada","DZ.SF.AN",NA,"1951","Commune","Commune","","Mzada"
1074,5,"DZA","Algeria",36,"Sétif",1074,"Amoucha","DZ.SF.AM",NA,"1927","Commune","Commune","",""
1075,5,"DZA","Algeria",36,"Sétif",1075,"Babor","DZ.SF.BR",NA,"1916","Commune","Commune","",""
1076,5,"DZA","Algeria",36,"Sétif",1076,"Bazer-Sakra","DZ.SF.BS",NA,"1931","Commune","Commune","","Bazer Sakra"
1077,5,"DZA","Algeria",36,"Sétif",1077,"Beidha Bordj","DZ.SF.BB",NA,"1929","Commune","Commune","",""
1078,5,"DZA","Algeria",36,"Sétif",1078,"Bellaa","DZ.SF.BE",NA,"1925","Commune","Commune","",""
1079,5,"DZA","Algeria",36,"Sétif",1079,"Beni-Aziz","DZ.SF.BZ",NA,"1903","Commune","Commune","","Beni Aziz"
1080,5,"DZA","Algeria",36,"Sétif",1080,"Beni-Mouhli","DZ.SF.BM",NA,"1946","Commune","Commune","","Beni Mouhli"
1081,5,"DZA","Algeria",36,"Sétif",1081,"Beni-Ouartilane","DZ.SF.BO",NA,"1922","Commune","Commune","","Beni Ouartilane"
1082,5,"DZA","Algeria",36,"Sétif",1082,"Beni Chebana","DZ.SF.BC",NA,"1909","Commune","Commune","",""
1083,5,"DZA","Algeria",36,"Sétif",1083,"Beni Fouda","DZ.SF.BF",NA,"1944","Commune","Commune","",""
1084,5,"DZA","Algeria",36,"Sétif",1084,"Beni Oussine","DZ.SF.BN",NA,"1953","Commune","Commune","","Beni Hocine"
1085,5,"DZA","Algeria",36,"Sétif",1085,"Bir-El-Arch","DZ.SF.BA",NA,"1908","Commune","Commune","","Bir El Arch"
1086,5,"DZA","Algeria",36,"Sétif",1086,"Bir Haddada","DZ.SF.BH",NA,"1934","Commune","Commune","",""
1087,5,"DZA","Algeria",36,"Sétif",1087,"Bouandas","DZ.SF.BD",NA,"1930","Commune","Commune","",""
1088,5,"DZA","Algeria",36,"Sétif",1088,"Bougaa","DZ.SF.BG",NA,"1943","Commune","Commune","","Buq`ah"
1089,5,"DZA","Algeria",36,"Sétif",1089,"Bousselam","DZ.SF.BL",NA,"1919","Commune","Commune","",""
1090,5,"DZA","Algeria",36,"Sétif",1090,"Boutaleb","DZ.SF.BT",NA,"1905","Commune","Commune","",""
1091,5,"DZA","Algeria",36,"Sétif",1091,"Dehamcha","DZ.SF.DE",NA,"1915","Commune","Commune","",""
1092,5,"DZA","Algeria",36,"Sétif",1092,"Djemila","DZ.SF.DJ",NA,"1921","Commune","Commune","",""
1093,5,"DZA","Algeria",36,"Sétif",1093,"Draa-Kebila","DZ.SF.DK",NA,"1907","Commune","Commune","","Draa Kebila"
1094,5,"DZA","Algeria",36,"Sétif",1094,"El Eulma","DZ.SF.EU",NA,"1920","Commune","Commune","",""
1095,5,"DZA","Algeria",36,"Sétif",1095,"El Oueldja","DZ.SF.EJ",NA,"1959","Commune","Commune","",""
1096,5,"DZA","Algeria",36,"Sétif",1096,"El Ouricia","DZ.SF.ER",NA,"1937","Commune","Commune","",""
1097,5,"DZA","Algeria",36,"Sétif",1097,"Guellal","#N/A",NA,"1948","Commune","Commune","",""
1098,5,"DZA","Algeria",36,"Sétif",1098,"Guelta Zerka","DZ.SF.GZ",NA,"1956","Commune","Commune","","Guelta Zerga"
1099,5,"DZA","Algeria",36,"Sétif",1099,"Guenzet Tassameurt","#N/A",NA,"1941","Commune","Commune","",""
1100,5,"DZA","Algeria",36,"Sétif",1100,"Guidjel","DZ.SF.GJ",NA,"1917","Commune","Commune","",""
1101,5,"DZA","Algeria",36,"Sétif",1101,"Hamma","DZ.SF.HA",NA,"1911","Commune","Commune","",""
1102,5,"DZA","Algeria",36,"Sétif",1102,"Hammam Guergour","DZ.SF.HG",NA,"1950","Commune","Commune","",""
1103,5,"DZA","Algeria",36,"Sétif",1103,"Hammam Soukhna","DZ.SF.HS",NA,"1932","Commune","Commune","","Hammam Skhouna"
1104,5,"DZA","Algeria",36,"Sétif",1104,"Harbil","DZ.SF.HR",NA,"1936","Commune","Commune","",""
1105,5,"DZA","Algeria",36,"Sétif",1105,"Ksar El Abtal","DZ.SF.KA",NA,"1952","Commune","Commune","",""
1106,5,"DZA","Algeria",36,"Sétif",1106,"Maaouia","DZ.SF.MA",NA,"1912","Commune","Commune","",""
1107,5,"DZA","Algeria",36,"Sétif",1107,"Maouaklane","DZ.SF.MK",NA,"1955","Commune","Commune","","Maouklane"
1108,5,"DZA","Algeria",36,"Sétif",1108,"Mezloug","DZ.SF.ME",NA,"1933","Commune","Commune","",""
1109,5,"DZA","Algeria",36,"Sétif",1109,"Oued El Barad","DZ.SF.OB",NA,"1957","Commune","Commune","","Oued El Bared"
1110,5,"DZA","Algeria",36,"Sétif",1110,"Ouled Addouane","DZ.SF.OA",NA,"1924","Commune","Commune","",""
1111,5,"DZA","Algeria",36,"Sétif",1111,"Ouled Saber","DZ.SF.OS",NA,"1947","Commune","Commune","","Ouled Sabor"
1112,5,"DZA","Algeria",36,"Sétif",1112,"Ouled Si Ahmed","DZ.SF.OD",NA,"1904","Commune","Commune","","Ouled Sidi Ahmed"
1113,5,"DZA","Algeria",36,"Sétif",1113,"Ouled Tebben","DZ.SF.OT",NA,"1910","Commune","Commune","",""
1114,5,"DZA","Algeria",36,"Sétif",1114,"Rosfa","DZ.SF.RO",NA,"1923","Commune","Commune","",""
1115,5,"DZA","Algeria",36,"Sétif",1115,"Salah Bey","DZ.SF.SB",NA,"1939","Commune","Commune","","Salah Bay"
1116,5,"DZA","Algeria",36,"Sétif",1116,"Serdj-El-Ghoul","DZ.SF.SG",NA,"1935","Commune","Commune","","Serdj El Ghoul"
1117,5,"DZA","Algeria",36,"Sétif",1117,"Setif","DZ.SF.SE",NA,"1901","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","	Satif"
1118,5,"DZA","Algeria",36,"Sétif",1118,"Tachouda","DZ.SF.TC",NA,"1945","Commune","Commune","",""
1119,5,"DZA","Algeria",36,"Sétif",1119,"Tala-Ifacene","DZ.SF.TI",NA,"1942","Commune","Commune","","Tala Ifacene"
1120,5,"DZA","Algeria",36,"Sétif",1120,"Taya","DZ.SF.TY",NA,"1958","Commune","Commune","",""
1121,5,"DZA","Algeria",36,"Sétif",1121,"Telaa","DZ.SF.TE",NA,"1960","Commune","Commune","","Tella"
1122,5,"DZA","Algeria",36,"Sétif",1122,"Tizi N'Bechar","DZ.SF.TN",NA,"1938","Commune","Commune","","Tizi Nbechar"
1123,5,"DZA","Algeria",37,"Saïda",1123,"Ain El Hadjar","DZ.SD.AH",NA,"2003","Commune","Commune","",""
1124,5,"DZA","Algeria",37,"Saïda",1124,"Ain Sekhouna","DZ.SD.AK",NA,"2013","Commune","Commune","","Ain Skhouna"
1125,5,"DZA","Algeria",37,"Saïda",1125,"Ain Soltane","DZ.SD.AS",NA,"2016","Commune","Commune","",""
1126,5,"DZA","Algeria",37,"Saïda",1126,"Doui Thabet","DZ.SD.DT",NA,"2002","Commune","Commune","",""
1127,5,"DZA","Algeria",37,"Saïda",1127,"El Hassasna","DZ.SD.EH",NA,"2010","Commune","Commune","",""
1128,5,"DZA","Algeria",37,"Saïda",1128,"Hounet","DZ.SD.HO",NA,"2007","Commune","Commune","",""
1129,5,"DZA","Algeria",37,"Saïda",1129,"Maamora","DZ.SD.MA",NA,"2011","Commune","Commune","",""
1130,5,"DZA","Algeria",37,"Saïda",1130,"Moulay Larbi","DZ.SD.ML",NA,"2005","Commune","Commune","",""
1131,5,"DZA","Algeria",37,"Saïda",1131,"Ouled Brahim","DZ.SD.OB",NA,"2014","Commune","Commune","",""
1132,5,"DZA","Algeria",37,"Saïda",1132,"Ouled Khaled","DZ.SD.OK",NA,"2004","Commune","Commune","",""
1133,5,"DZA","Algeria",37,"Saïda",1133,"Saida","DZ.SD.SD",NA,"2001","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Sayda'"
1134,5,"DZA","Algeria",37,"Saïda",1134,"Sidi Ahmed","DZ.SD.SA",NA,"2012","Commune","Commune","",""
1135,5,"DZA","Algeria",37,"Saïda",1135,"Sidi Amar","DZ.SD.SR",NA,"2008","Commune","Commune","","Sidi Amar"
1136,5,"DZA","Algeria",37,"Saïda",1136,"Sidi Boubekeur","DZ.SD.SB",NA,"2009","Commune","Commune","",""
1137,5,"DZA","Algeria",37,"Saïda",1137,"Tircine","DZ.SD.TI",NA,"2015","Commune","Commune","",""
1138,5,"DZA","Algeria",37,"Saïda",1138,"Youb","DZ.SD.YO",NA,"2006","Commune","Commune","",""
1139,5,"DZA","Algeria",38,"Sidi Bel Abbès",1139,"Ain Adden","DZ.SB.AA",NA,"2230","Commune","Commune","",""
1140,5,"DZA","Algeria",38,"Sidi Bel Abbès",1140,"Ain El Berd","DZ.SB.AB",NA,"2228","Commune","Commune","","`Ayn-al-Bard"
1141,5,"DZA","Algeria",38,"Sidi Bel Abbès",1141,"Ain Kada","DZ.SB.AK",NA,"2225","Commune","Commune","",""
1142,5,"DZA","Algeria",38,"Sidi Bel Abbès",1142,"Ain Thrid","DZ.SB.AH",NA,"2215","Commune","Commune","",""
1143,5,"DZA","Algeria",38,"Sidi Bel Abbès",1143,"Ain Tindamine","DZ.SB.AN",NA,"2224","Commune","Commune","",""
1144,5,"DZA","Algeria",38,"Sidi Bel Abbès",1144,"Amernas","DZ.SB.AM",NA,"2212","Commune","Commune","","Amarnas"
1145,5,"DZA","Algeria",38,"Sidi Bel Abbès",1145,"Badredine El Mokrani","DZ.SB.BM",NA,"2209","Commune","Commune","","Bedrabine El Mokrani"
1146,5,"DZA","Algeria",38,"Sidi Bel Abbès",1146,"Belarbi","DZ.SB.BL",NA,"2242","Commune","Commune","",""
1147,5,"DZA","Algeria",38,"Sidi Bel Abbès",1147,"Ben Badis","DZ.SB.BB",NA,"2245","Commune","Commune","",""
1148,5,"DZA","Algeria",38,"Sidi Bel Abbès",1148,"Benaicha Chelia","DZ.SB.BC",NA,"2251","Commune","Commune","","Benachiba Chelia"
1149,5,"DZA","Algeria",38,"Sidi Bel Abbès",1149,"Bir El Hammam","DZ.SB.BH",NA,"2248","Commune","Commune","","Bir El Hmam"
1150,5,"DZA","Algeria",38,"Sidi Bel Abbès",1150,"Boudjebaa El Bordj","DZ.SB.BE",NA,"2238","Commune","Commune","",""
1151,5,"DZA","Algeria",38,"Sidi Bel Abbès",1151,"Boukhenifis","DZ.SB.BO",NA,"2207","Commune","Commune","","Boukanefis"
1152,5,"DZA","Algeria",38,"Sidi Bel Abbès",1152,"Chetouane Belaila","DZ.SB.CB",NA,"2247","Commune","Commune","",""
1153,5,"DZA","Algeria",38,"Sidi Bel Abbès",1153,"Dhaya","DZ.SB.DH",NA,"2232","Commune","Commune","",""
1154,5,"DZA","Algeria",38,"Sidi Bel Abbès",1154,"El Hacaiba","DZ.SB.EH",NA,"2219","Commune","Commune","",""
1155,5,"DZA","Algeria",38,"Sidi Bel Abbès",1155,"Hassi Dahou","DZ.SB.HD",NA,"2252","Commune","Commune","","Hassi Daho"
1156,5,"DZA","Algeria",38,"Sidi Bel Abbès",1156,"Hassi Zehana","DZ.SB.HZ",NA,"2220","Commune","Commune","","Hassi Zahana"
1157,5,"DZA","Algeria",38,"Sidi Bel Abbès",1157,"Lemtar","DZ.SB.LE",NA,"2234","Commune","Commune","","Lamtar"
1158,5,"DZA","Algeria",38,"Sidi Bel Abbès",1158,"M'Cid","DZ.SB.MC",NA,"2226","Commune","Commune","","Mcid"
1159,5,"DZA","Algeria",38,"Sidi Bel Abbès",1159,"Mekkedra","DZ.SB.MK",NA,"2216","Commune","Commune","","Makedra"
1160,5,"DZA","Algeria",38,"Sidi Bel Abbès",1160,"Merhoum","DZ.SB.MH",NA,"2210","Commune","Commune","","Marhoum"
1161,5,"DZA","Algeria",38,"Sidi Bel Abbès",1161,"Merine","DZ.SB.MN",NA,"2222","Commune","Commune","",""
1162,5,"DZA","Algeria",38,"Sidi Bel Abbès",1162,"Mezaourou","DZ.SB.MZ",NA,"2206","Commune","Commune","",""
1163,5,"DZA","Algeria",38,"Sidi Bel Abbès",1163,"Moulay Slissen","DZ.SB.MS",NA,"2218","Commune","Commune","",""
1164,5,"DZA","Algeria",38,"Sidi Bel Abbès",1164,"Mustafa Ben Brahim","DZ.SB.MB",NA,"2204","Commune","Commune","","Mostefa Ben Brahim"
1165,5,"DZA","Algeria",38,"Sidi Bel Abbès",1165,"Oued Sebaa","DZ.SB.OB",NA,"2237","Commune","Commune","","Oued Sbaa"
1166,5,"DZA","Algeria",38,"Sidi Bel Abbès",1166,"Oued Sefioune","DZ.SB.OF",NA,"2243","Commune","Commune","","Oued Sefioun"
1167,5,"DZA","Algeria",38,"Sidi Bel Abbès",1167,"Oued Taourira","DZ.SB.OT",NA,"2231","Commune","Commune","",""
1168,5,"DZA","Algeria",38,"Sidi Bel Abbès",1168,"Ras El Ma","DZ.SB.RM",NA,"2223","","","","Ra's-al-Ma`"
1169,5,"DZA","Algeria",38,"Sidi Bel Abbès",1169,"Redjem Demouche","DZ.SB.RD",NA,"2250","Commune","Commune","","Redjem Demmouche"
1170,5,"DZA","Algeria",38,"Sidi Bel Abbès",1170,"Sehala Thaoura","DZ.SB.ST",NA,"2239","Commune","Commune","",""
1171,5,"DZA","Algeria",38,"Sidi Bel Abbès",1171,"Sfisef","DZ.SB.SF",NA,"2229","Commune","Commune","","Safizaf"
1172,5,"DZA","Algeria",38,"Sidi Bel Abbès",1172,"Sidi Ali Benyoub","DZ.SB.SA",NA,"2246","Commune","Commune","",""
1173,5,"DZA","Algeria",38,"Sidi Bel Abbès",1173,"Sidi Ali Boussidi","DZ.SB.SI",NA,"2208","Commune","Commune","",""
1174,5,"DZA","Algeria",38,"Sidi Bel Abbès",1174,"Sidi Bel Abbes","DZ.SB.SB",NA,"2201","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Sidi ban-al-`Abbas"
1175,5,"DZA","Algeria",38,"Sidi Bel Abbès",1175,"Sidi Brahim","DZ.SB.SM",NA,"2203","Commune","Commune","",""
1176,5,"DZA","Algeria",38,"Sidi Bel Abbès",1176,"Sidi Chouab","DZ.SB.SC",NA,"2235","Commune","Commune","","Sidi Chaib"
1177,5,"DZA","Algeria",38,"Sidi Bel Abbès",1177,"Sidi Dahou Zair","DZ.SB.SD",NA,"2236","Commune","Commune","","Sidi Daho"
1178,5,"DZA","Algeria",38,"Sidi Bel Abbès",1178,"Sidi Hamadouche","DZ.SB.SH",NA,"2241","Commune","Commune","",""
1179,5,"DZA","Algeria",38,"Sidi Bel Abbès",1179,"Sidi Khaled","DZ.BS.SK",NA,"2227","Commune","Commune","","Sidi Khalid"
1180,5,"DZA","Algeria",38,"Sidi Bel Abbès",1180,"Sidi Lahcene","DZ.SB.SL",NA,"2214","Commune","Commune","",""
1181,5,"DZA","Algeria",38,"Sidi Bel Abbès",1181,"Sidi Yacoub","DZ.SB.SY",NA,"2240","Commune","Commune","",""
1182,5,"DZA","Algeria",38,"Sidi Bel Abbès",1182,"Tabia","DZ.SB.TB",NA,"2221","Commune","Commune","",""
1183,5,"DZA","Algeria",38,"Sidi Bel Abbès",1183,"Tafissour","DZ.SB.TF",NA,"2211","Commune","Commune","",""
1184,5,"DZA","Algeria",38,"Sidi Bel Abbès",1184,"Taghlimet","DZ.SB.TG",NA,"2244","Commune","Commune","","Teghalimet"
1185,5,"DZA","Algeria",38,"Sidi Bel Abbès",1185,"Taoudmout","DZ.SB.TO",NA,"2249","Commune","Commune","",""
1186,5,"DZA","Algeria",38,"Sidi Bel Abbès",1186,"Tassala","DZ.SB.TS",NA,"2202","Commune","Commune","","Tessala"
1187,5,"DZA","Algeria",38,"Sidi Bel Abbès",1187,"Telagh","DZ.SB.TL",NA,"2205","Commune","Commune","","Talagh"
1188,5,"DZA","Algeria",38,"Sidi Bel Abbès",1188,"Tenira","DZ.SB.TN",NA,"2217","Commune","Commune","",""
1189,5,"DZA","Algeria",38,"Sidi Bel Abbès",1189,"Tilmouni","DZ.SB.TI",NA,"2213","Commune","Commune","",""
1190,5,"DZA","Algeria",38,"Sidi Bel Abbès",1190,"Zerouala","DZ.SB.ZE",NA,"2233","Commune","Commune","",""
1191,5,"DZA","Algeria",39,"Skikda",1191,"Ain Bouziane","DZ.SK.AB",NA,"2122","Commune","Commune","",""
1192,5,"DZA","Algeria",39,"Skikda",1192,"Ain Charchar","DZ.SK.AC",NA,"2106","Commune","Commune","","Ain Cherchar"
1193,5,"DZA","Algeria",39,"Skikda",1193,"Ain Kechra","DZ.SK.AK",NA,"2127","Commune","Commune","",""
1194,5,"DZA","Algeria",39,"Skikda",1194,"Ain Zouit","DZ.SK.AZ",NA,"2102","Commune-Cotiere","Commune-Cotiere","",""
1195,5,"DZA","Algeria",39,"Skikda",1195,"Azzaba","DZ.SK.AA",NA,"2104","Commune","Commune","","`Azza-bah"
1196,5,"DZA","Algeria",39,"Skikda",1196,"Bekkouche Lakhdar","DZ.SK.BL",NA,"2107","Commune","Commune","",""
1197,5,"DZA","Algeria",39,"Skikda",1197,"Ben Azzouz","DZ.SK.BA",NA,"2108","Commune-Cotiere","Commune-Cotiere","",""
1198,5,"DZA","Algeria",39,"Skikda",1198,"Beni Bechir","DZ.SK.BB",NA,"2124","Commune","Commune","","Beni Bachir"
1199,5,"DZA","Algeria",39,"Skikda",1199,"Beni Oulbane","DZ.SK.BO",NA,"2121","Commune","Commune","",""
1200,5,"DZA","Algeria",39,"Skikda",1200,"Beni Zid","DZ.SK.BZ",NA,"2111","Commune","Commune","",""
1201,5,"DZA","Algeria",39,"Skikda",1201,"Bin El Ouiden","DZ.SK.BE",NA,"2129","Commune","Commune","","Bir El Ouiden"
1202,5,"DZA","Algeria",39,"Skikda",1202,"Bouchetata","DZ.SK.BC",NA,"2134","Commune","Commune","","Bouchtata"
1203,5,"DZA","Algeria",39,"Skikda",1203,"Cheraia","DZ.SK.CH",NA,"2131","Commune-Cotiere","Commune-Cotiere","",""
1204,5,"DZA","Algeria",39,"Skikda",1204,"Collo","DZ.SK.CO",NA,"2110","Commune-Cotiere","Commune-Cotiere","","al-Qull"
1205,5,"DZA","Algeria",39,"Skikda",1205,"Djendel Saadi Mohamed","DZ.SK.DS",NA,"2105","Commune-Cotiere","Commune-Cotiere","",""
1206,5,"DZA","Algeria",39,"Skikda",1206,"El Ghedir","DZ.SK.EG",NA,"2133","Commune","Commune","",""
1207,5,"DZA","Algeria",39,"Skikda",1207,"El Hadaiek","DZ.SK.ED",NA,"2103","Commune","Commune","",""
1208,5,"DZA","Algeria",39,"Skikda",1208,"El Harrouch","DZ.SK.ER",NA,"2116","Commune","Commune","","al-Harush"
1209,5,"DZA","Algeria",39,"Skikda",1209,"El Marsa","DZ.SK.EM",NA,"2137","Commune-Cotiere","Commune-Cotiere","",""
1210,5,"DZA","Algeria",39,"Skikda",1210,"Emjez Edchich","DZ.SK.EE",NA,"2120","Commune","Commune","","Emdjez Edchich"
1211,5,"DZA","Algeria",39,"Skikda",1211,"Es Sebt","DZ.SK.ES",NA,"2109","Commune","Commune","",""
1212,5,"DZA","Algeria",39,"Skikda",1212,"Filfila","DZ.SK.FI",NA,"2130","Commune-Cotiere","Commune-Cotiere","","Fil Fila"
1213,5,"DZA","Algeria",39,"Skikda",1213,"Hamadi Krouma","DZ.SK.HK",NA,"2138","Commune","Commune","","Hammadi Krouma"
1214,5,"DZA","Algeria",39,"Skikda",1214,"Kanoua","DZ.SK.KA",NA,"2132","Commune-Cotiere","Commune-Cotiere","",""
1215,5,"DZA","Algeria",39,"Skikda",1215,"Kerkera","DZ.SK.KE",NA,"2112","Commune-Cotiere","Commune-Cotiere","","Karkira"
1216,5,"DZA","Algeria",39,"Skikda",1216,"Kheng Maoun","DZ.SK.KM",NA,"2136","Commune-Cotiere","Commune-Cotiere","","Kheng Mayoum"
1217,5,"DZA","Algeria",39,"Skikda",1217,"Oued Zhour","DZ.SK.OZ",NA,"2114","Commune-Cotiere","Commune-Cotiere","",""
1218,5,"DZA","Algeria",39,"Skikda",1218,"Ouldja Boulbalout","DZ.SK.OB",NA,"2135","Commune","Commune","","Ouldja Boulbellout"
1219,5,"DZA","Algeria",39,"Skikda",1219,"Ouled Attia","DZ.SK.OA",NA,"2113","Commune-Cotiere","Commune-Cotiere","",""
1220,5,"DZA","Algeria",39,"Skikda",1220,"Ouled Hebbaba","DZ.SK.OH",NA,"2118","Commune","Commune","","Ouled Hebaba"
1221,5,"DZA","Algeria",39,"Skikda",1221,"Oum Toub","DZ.SK.OT",NA,"2128","Commune","Commune","",""
1222,5,"DZA","Algeria",39,"Skikda",1222,"Ramdane Djamel","DZ.SK.RD",NA,"2123","Commune","Commune","","Ramadan Jamal"
1223,5,"DZA","Algeria",39,"Skikda",1223,"Salah Bouchaour","DZ.SK.SB",NA,"2125","Commune","Commune","",""
1224,5,"DZA","Algeria",39,"Skikda",1224,"Sidi Mezghiche","DZ.SK.SM",NA,"2119","Commune","Commune","",""
1225,5,"DZA","Algeria",39,"Skikda",1225,"Skikda","DZ.SK.SK",NA,"2101","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Sakikdah"
1226,5,"DZA","Algeria",39,"Skikda",1226,"Tamalous","DZ.SK.TA",NA,"2126","Commune-Cotiere","Commune-Cotiere","","Tamalus"
1227,5,"DZA","Algeria",39,"Skikda",1227,"Zerdeza","DZ.SK.ZE",NA,"2117","Commune","Commune","","Zerdezas"
1228,5,"DZA","Algeria",39,"Skikda",1228,"Zitouna","DZ.SK.ZI",NA,"2115","Commune","Commune","",""
1229,5,"DZA","Algeria",40,"Souk Ahras",1229,"Ain Soltane","DZ.SA.AS",NA,"4118","Commune","Commune","",""
1230,5,"DZA","Algeria",40,"Souk Ahras",1230,"Ain Zana","DZ.SA.AZ",NA,"4117","Commune","Commune","",""
1231,5,"DZA","Algeria",40,"Souk Ahras",1231,"Bir Bouhouche","DZ.SA.BB",NA,"4114","Commune","Commune","","Bir Bou Haouch"
1232,5,"DZA","Algeria",40,"Souk Ahras",1232,"Drea","DZ.SA.DR",NA,"4109","Commune","Commune","",""
1233,5,"DZA","Algeria",40,"Souk Ahras",1233,"Haddada","DZ.SA.HD",NA,"4110","Commune","Commune","",""
1234,5,"DZA","Algeria",40,"Souk Ahras",1234,"Hanencha","DZ.SA.HN",NA,"4103","Commune","Commune","","Hanancha"
1235,5,"DZA","Algeria",40,"Souk Ahras",1235,"Khedara","DZ.SA.KD",NA,"4111","Commune","Commune","",""
1236,5,"DZA","Algeria",40,"Souk Ahras",1236,"Khemissa","DZ.SA.KM",NA,"4123","Commune","Commune","",""
1237,5,"DZA","Algeria",40,"Souk Ahras",1237,"M'Daourouche","DZ.SA.MD",NA,"4115","Commune","Commune","","Mdaourouche|Madawrush"
1238,5,"DZA","Algeria",40,"Souk Ahras",1238,"Machroha","DZ.SA.MA",NA,"4104","Commune","Commune","","Mechroha"
1239,5,"DZA","Algeria",40,"Souk Ahras",1239,"Merahna","DZ.SA.ME",NA,"4112","Commune","Commune","",""
1240,5,"DZA","Algeria",40,"Souk Ahras",1240,"Oued Kebrit","DZ.SA.OK",NA,"4124","Commune","Commune","","Oued Keberit"
1241,5,"DZA","Algeria",40,"Souk Ahras",1241,"Ouillen","DZ.SA.OU",NA,"4119","Commune","Commune","","Quillen"
1242,5,"DZA","Algeria",40,"Souk Ahras",1242,"Ouled Driss","DZ.SA.OD",NA,"4105","Commune","Commune","",""
1243,5,"DZA","Algeria",40,"Souk Ahras",1243,"Ouled Moumen","DZ.SA.OM",NA,"4113","Commune","Commune","",""
1244,5,"DZA","Algeria",40,"Souk Ahras",1244,"Oum El Adhaim","DZ.SA.OA",NA,"4116","Commune","Commune","",""
1245,5,"DZA","Algeria",40,"Souk Ahras",1245,"Ragouba","DZ.SA.RA",NA,"4122","Commune","Commune","","Raggouba"
1246,5,"DZA","Algeria",40,"Souk Ahras",1246,"Safel El Ouiden","DZ.SA.SO",NA,"4121","Commune","Commune","",""
1247,5,"DZA","Algeria",40,"Souk Ahras",1247,"Sedrata","DZ.SA.SE",NA,"4102","Commune","Commune","","Sadratah"
1248,5,"DZA","Algeria",40,"Souk Ahras",1248,"Sidi Fredj","DZ.SA.SF",NA,"4120","Commune","Commune","",""
1249,5,"DZA","Algeria",40,"Souk Ahras",1249,"Souk Ahras","DZ.SA.SA",NA,"4101","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Souk-Ahras|Suq Ahras"
1250,5,"DZA","Algeria",40,"Souk Ahras",1250,"Taoura","DZ.SA.TA",NA,"4108","Commune","Commune","","Tawrah"
1251,5,"DZA","Algeria",40,"Souk Ahras",1251,"Terraguelt","DZ.SA.TE",NA,"4125","Commune","Commune","",""
1252,5,"DZA","Algeria",40,"Souk Ahras",1252,"Tiffech","DZ.SA.TI",NA,"4106","Commune","Commune","",""
1253,5,"DZA","Algeria",40,"Souk Ahras",1253,"Zaarouria","DZ.SA.ZA",NA,"4107","Commune","Commune","",""
1254,5,"DZA","Algeria",40,"Souk Ahras",1254,"Zouabi","DZ.SA.ZO",NA,"4126","Commune","Commune","",""
1255,5,"DZA","Algeria",41,"Tébessa",1255,"Ain Zerga","DZ.TB.AZ",NA,"1223","Commune","Commune","",""
1256,5,"DZA","Algeria",41,"Tébessa",1256,"Bedjene","DZ.TB.BJ",NA,"1226","Commune","Commune","",""
1257,5,"DZA","Algeria",41,"Tébessa",1257,"Bekkaria","DZ.TB.BK",NA,"1217","Commune","Commune","",""
1258,5,"DZA","Algeria",41,"Tébessa",1258,"Bir Dheb","DZ.TB.BD",NA,"1214","Commune","Commune","","Bir Dheheb"
1259,5,"DZA","Algeria",41,"Tébessa",1259,"Bir El Ater","DZ.TB.BA",NA,"1202","Commune","Commune","","Bir-El-Ater"
1260,5,"DZA","Algeria",41,"Tébessa",1260,"Bir Mokkadem","DZ.TB.BM",NA,"1210","Commune","Commune","","Bir Mokadem"
1261,5,"DZA","Algeria",41,"Tébessa",1261,"Boukhadra","DZ.TB.BO",NA,"1218","Commune","Commune","",""
1262,5,"DZA","Algeria",41,"Tébessa",1262,"Boulhaf Dyr","DZ.TB.BL",NA,"1225","Commune","Commune","",""
