"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
862,5,"DZA","Algeria",28,"Mascara",862,"Sedjerara","DZ.MC.SJ",NA,"2935","Commune","Commune","",""
863,5,"DZA","Algeria",28,"Mascara",863,"Sehailia","DZ.MC.SH",NA,"2947","Commune","Commune","",""
864,5,"DZA","Algeria",28,"Mascara",864,"Sidi Abdeldjebar","DZ.MC.SD",NA,"2946","Commune","Commune","","Sidi Abdeldjabar"
865,5,"DZA","Algeria",28,"Mascara",865,"Sidi Abdelmoumene","DZ.MC.SM",NA,"2932","Commune","Commune","",""
866,5,"DZA","Algeria",28,"Mascara",866,"Sidi Boussaid","DZ.MC.SB",NA,"2916","Commune","Commune","",""
867,5,"DZA","Algeria",28,"Mascara",867,"Sidi Kada","DZ.MC.SK",NA,"2908","Commune","Commune","",""
868,5,"DZA","Algeria",28,"Mascara",868,"Sig","DZ.MC.SI",NA,"2926","Commune","Commune","","Siq"
869,5,"DZA","Algeria",28,"Mascara",869,"Tighenif","DZ.MC.TG",NA,"2906","Commune","Commune","","Tighennif|Tighinnif"
870,5,"DZA","Algeria",28,"Mascara",870,"Tizi","DZ.MC.TZ",NA,"2903","Commune","Commune","",""
871,5,"DZA","Algeria",28,"Mascara",871,"Zahana","DZ.MC.ZA",NA,"2930","Commune","Commune","","Zahana"
872,5,"DZA","Algeria",28,"Mascara",872,"Zelmata","#N/A",NA,"2909","Commune","Commune","",""
873,5,"DZA","Algeria",29,"Mila",873,"Ahmed Rachedi","DZ.ML.AR",NA,"4311","Commune","Commune","","Ahmed Rachdi"
874,5,"DZA","Algeria",29,"Mila",874,"Ain Beida Harriche","DZ.ML.AB",NA,"4330","Commune","Commune","",""
875,5,"DZA","Algeria",29,"Mila",875,"Ain Mellouk","DZ.ML.AM",NA,"4305","Commune","Commune","",""
876,5,"DZA","Algeria",29,"Mila",876,"Ain Tine","DZ.ML.AT",NA,"4325","Commune","Commune","",""
877,5,"DZA","Algeria",29,"Mila",877,"Amirat Arres","DZ.ML.AA",NA,"4322","Commune","Commune","","Amira Arres"
878,5,"DZA","Algeria",29,"Mila",878,"Benyahia Abderrahmane","DZ.ML.BA",NA,"4309","Commune","Commune","",""
879,5,"DZA","Algeria",29,"Mila",879,"Bouhatem","DZ.ML.BO",NA,"4314","Commune","Commune","",""
880,5,"DZA","Algeria",29,"Mila",880,"Chelghoum Laid","DZ.ML.CL",NA,"4303","Commune","Commune","","Salghum-al-`Ayd"
881,5,"DZA","Algeria",29,"Mila",881,"Cheraga","DZ.AL.CH",NA,"4332","Commune","Commune","","Shiragha"
882,5,"DZA","Algeria",29,"Mila",882,"Derradji Bousselah","DZ.ML.DB",NA,"4320","Commune","Commune","",""
883,5,"DZA","Algeria",29,"Mila",883,"El Mechira","DZ.ML.EM",NA,"4326","Commune","Commune","","El Mchira"
884,5,"DZA","Algeria",29,"Mila",884,"Elayadi Barbes","DZ.ML.EB",NA,"4329","Commune","Commune","","El Ayadi Barbes"
885,5,"DZA","Algeria",29,"Mila",885,"Ferdjioua","DZ.ML.FE",NA,"4302","Commune","Commune","","Farjiwah"
886,5,"DZA","Algeria",29,"Mila",886,"Grarem Gouga","DZ.ML.GG",NA,"4317","Commune","Commune","","Qara-ram Qu-qa"
887,5,"DZA","Algeria",29,"Mila",887,"Hamala","DZ.ML.HA",NA,"4324","Commune","Commune","",""
888,5,"DZA","Algeria",29,"Mila",888,"Mila","DZ.ML.MI",NA,"4301","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Milah"
889,5,"DZA","Algeria",29,"Mila",889,"Minar Zarza","DZ.ML.MZ",NA,"4321","Commune","Commune","",""
890,5,"DZA","Algeria",29,"Mila",890,"Oued Athmenia","DZ.ML.OA",NA,"4304","Commune","Commune","","Oued Athmania|Wadi Athmaniyah"
891,5,"DZA","Algeria",29,"Mila",891,"Oued Endja","DZ.ML.OE",NA,"4310","Commune","Commune","",""
892,5,"DZA","Algeria",29,"Mila",892,"Oued Seguen","DZ.ML.OS",NA,"4307","Commune","Commune","",""
893,5,"DZA","Algeria",29,"Mila",893,"Ouled Khelouf","DZ.ML.OK",NA,"4312","Commune","Commune","","Ouled Khellouf"
894,5,"DZA","Algeria",29,"Mila",894,"Rouached","DZ.ML.RO",NA,"4315","Commune","Commune","","Ruwashad"
895,5,"DZA","Algeria",29,"Mila",895,"Sidi Khelifa","DZ.ML.SK",NA,"4327","Commune","Commune","",""
896,5,"DZA","Algeria",29,"Mila",896,"Sidi Merouane","DZ.ML.SM",NA,"4318","Commune","Commune","","	Sidi Marwan"
897,5,"DZA","Algeria",29,"Mila",897,"Tadjenanet","DZ.ML.TA",NA,"4308","Commune","Commune","","Tajananah"
898,5,"DZA","Algeria",29,"Mila",898,"Tassadane Haddada","DZ.ML.TH",NA,"4319","Commune","Commune","",""
899,5,"DZA","Algeria",29,"Mila",899,"Teleghma","DZ.ML.TE",NA,"4306","Commune","Commune","","Telaghma|Talighmah"
900,5,"DZA","Algeria",29,"Mila",900,"Terrai Bainnane","DZ.ML.TB",NA,"4323","Commune","Commune","","Terrai Bainem"
901,5,"DZA","Algeria",29,"Mila",901,"Tessala Lamtai","DZ.ML.TL",NA,"4316","Commune","Commune","","Tassala Lemtai"
902,5,"DZA","Algeria",29,"Mila",902,"Tiberguent","DZ.ML.TI",NA,"4313","Commune","Commune","",""
903,5,"DZA","Algeria",29,"Mila",903,"Yahia Beniguecha","DZ.ML.YB",NA,"4331","Commune","Commune","","Yahia Beni Guecha"
904,5,"DZA","Algeria",29,"Mila",904,"Zeghaia","DZ.ML.ZE",NA,"4328","Commune","Commune","",""
905,5,"DZA","Algeria",30,"Mostaganem",905,"Achaacha","DZ.MG.AC",NA,"2717","Commune-Cotiere","Commune-Cotiere","",""
906,5,"DZA","Algeria",30,"Mostaganem",906,"Ain Boudinar","DZ.MG.AB",NA,"2728","Commune","Commune","",""
907,5,"DZA","Algeria",30,"Mostaganem",907,"Ain Nouissy","DZ.MG.AN",NA,"2705","Commune","Commune","","Ain Nouissi"
908,5,"DZA","Algeria",30,"Mostaganem",908,"Ain Sidi Cherif","DZ.MG.AS",NA,"2721","Commune","Commune","",""
909,5,"DZA","Algeria",30,"Mostaganem",909,"Ain Tedles","DZ.MG.AT",NA,"2707","Commune","Commune","","`Ayn Tadalas"
910,5,"DZA","Algeria",30,"Mostaganem",910,"Benabdelmalek Ramdane","DZ.MG.BR",NA,"2713","Commune-Cotiere","Commune-Cotiere","","Abdelmalek Ramdane"
911,5,"DZA","Algeria",30,"Mostaganem",911,"Bouguirat","DZ.MG.BO",NA,"2719","Commune","Commune","",""
912,5,"DZA","Algeria",30,"Mostaganem",912,"Fornaka","DZ.MG.FO",NA,"2703","Commune-Cotiere","Commune-Cotiere","",""
913,5,"DZA","Algeria",30,"Mostaganem",913,"Hadjadj","DZ.MG.HA",NA,"2714","Commune-Cotiere","Commune-Cotiere","",""
914,5,"DZA","Algeria",30,"Mostaganem",914,"Hassaine|Beni Yahi","DZ.MG.HB",NA,"2732","Commune","Commune","","El Hessiane"
915,5,"DZA","Algeria",30,"Mostaganem",915,"Hassi Mameche","DZ.MG.HM",NA,"2706","Commune","Commune","","Hassi Maameche|Hassi Mamash"
916,5,"DZA","Algeria",30,"Mostaganem",916,"Khadra","DZ.MG.KA",NA,"2718","Commune-Cotiere","Commune-Cotiere","",""
917,5,"DZA","Algeria",30,"Mostaganem",917,"Kheiredine","DZ.MG.KE",NA,"2711","Commune","Commune","","Kheir Eddine"
918,5,"DZA","Algeria",30,"Mostaganem",918,"Mansourah","DZ.MG.MA",NA,"2723","Commune","Commune","",""
919,5,"DZA","Algeria",30,"Mostaganem",919,"Mesra","DZ.MG.MS",NA,"2722","Commune","Commune","",""
920,5,"DZA","Algeria",30,"Mostaganem",920,"Mezghrane","DZ.MG.MZ",NA,"2727","Commune-Cotiere","Commune-Cotiere","","Mezaghrane|Mazaghran"
921,5,"DZA","Algeria",30,"Mostaganem",921,"Mostaganem","DZ.MG.MO",NA,"2701","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Mustaghanam"
922,5,"DZA","Algeria",30,"Mostaganem",922,"Nekmaria","DZ.MG.NE",NA,"2715","Commune","Commune","",""
923,5,"DZA","Algeria",30,"Mostaganem",923,"Oued El Kheir","DZ.MG.OK",NA,"2709","Commune","Commune","",""
924,5,"DZA","Algeria",30,"Mostaganem",924,"Ouled Boughalem","DZ.MG.OB",NA,"2725","Commune-Cotiere","Commune-Cotiere","",""
925,5,"DZA","Algeria",30,"Mostaganem",925,"Ouled Maalah","DZ.MG.OM",NA,"2726","Commune","Commune","",""
926,5,"DZA","Algeria",30,"Mostaganem",926,"Safsaf","DZ.MG.SF",NA,"2730","Commune","Commune","",""
927,5,"DZA","Algeria",30,"Mostaganem",927,"Sayada","DZ.MG.SY",NA,"2702","Commune","Commune","",""
928,5,"DZA","Algeria",30,"Mostaganem",928,"Sidi Ali","DZ.MG.SA",NA,"2712","Commune","Commune","","Sidi Âli"
929,5,"DZA","Algeria",30,"Mostaganem",929,"Sidi Belattar","DZ.MG.SB",NA,"2710","Commune","Commune","",""
930,5,"DZA","Algeria",30,"Mostaganem",930,"Sidi Lakhdar","DZ.MG.SL",NA,"2716","Commune","Commune","",""
931,5,"DZA","Algeria",30,"Mostaganem",931,"Sirat","DZ.MG.SI",NA,"2720","Commune","Commune","",""
932,5,"DZA","Algeria",30,"Mostaganem",932,"Souaflia","DZ.MG.SO",NA,"2724","Commune","Commune","",""
933,5,"DZA","Algeria",30,"Mostaganem",933,"Sour","DZ.MG.SR",NA,"2708","Commune","Commune","",""
934,5,"DZA","Algeria",30,"Mostaganem",934,"Stidia","DZ.MG.ST",NA,"2704","Commune-Cotiere","Commune-Cotiere","",""
935,5,"DZA","Algeria",30,"Mostaganem",935,"Tazgait","DZ.MG.TA",NA,"2729","Commune","Commune","",""
936,5,"DZA","Algeria",30,"Mostaganem",936,"Touahria","DZ.MG.TO",NA,"2731","Commune","Commune","",""
937,5,"DZA","Algeria",31,"Naâma",937,"Ain Ben Khelil","DZ.NA.AB",NA,"4509","Commune","Commune","",""
938,5,"DZA","Algeria",31,"Naâma",938,"Ain Safra","DZ.NA.AS",NA,"4503","Commune","Commune","","Ain Sefra|`Ayn Safra"
939,5,"DZA","Algeria",31,"Naâma",939,"Assela","DZ.NA.AL",NA,"4507","Commune","Commune","","Asla"
940,5,"DZA","Algeria",31,"Naâma",940,"Djeniane Bourzeg","DZ.NA.DB",NA,"4508","Commune","Commune","","Djenien Bourezg"
941,5,"DZA","Algeria",31,"Naâma",941,"El Biod","DZ.NA.EB",NA,"4512","Commune","Commune","",""
942,5,"DZA","Algeria",31,"Naâma",942,"Kasdir","DZ.NA.KA",NA,"4511","Commune","Commune","",""
943,5,"DZA","Algeria",31,"Naâma",943,"Makman Ben Amer","DZ.NA.MB",NA,"4510","Commune","Commune","","Mekmen Ben Amar"
944,5,"DZA","Algeria",31,"Naâma",944,"Mecheria","DZ.NA.ME",NA,"4502","Commune","Commune","","Mechria|Mishriyah"
945,5,"DZA","Algeria",31,"Naâma",945,"Moghrar","DZ.NA.MO",NA,"4506","Commune","Commune","",""
946,5,"DZA","Algeria",31,"Naâma",946,"Naama","DZ.NA.NA",NA,"4501","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Naama"
947,5,"DZA","Algeria",31,"Naâma",947,"Sfissifa","DZ.NA.SF",NA,"4505","Commune","Commune","",""
948,5,"DZA","Algeria",31,"Naâma",948,"Tiout","DZ.NA.TI",NA,"4504","Commune","Commune","",""
949,5,"DZA","Algeria",32,"Oran",949,"Ain Biya","DZ.OR.AB",NA,"3126","Commune-Cotiere","Commune-Cotiere","","Ain  Biya"
950,5,"DZA","Algeria",32,"Oran",950,"Ain Kerma","DZ.OR.AK",NA,"3125","Commune","Commune","",""
951,5,"DZA","Algeria",32,"Oran",951,"Ain Turk","DZ.OR.AT",NA,"3109","Commune","Commune","",""
952,5,"DZA","Algeria",32,"Oran",952,"Arzew","DZ.OR.AR",NA,"3106","Commune-Cotiere","Commune-Cotiere","","Arzu"
953,5,"DZA","Algeria",32,"Oran",953,"Ben Freha","DZ.OR.BF",NA,"3120","Commune","Commune","",""
954,5,"DZA","Algeria",32,"Oran",954,"Bethioua","DZ.OR.BE",NA,"3107","Commune-Cotiere","Commune-Cotiere","",""
955,5,"DZA","Algeria",32,"Oran",955,"Bir El Djir","DZ.OR.BD",NA,"3103","Commune-Cotiere","Commune-Cotiere","","Bi`r-al-Jir"
956,5,"DZA","Algeria",32,"Oran",956,"Boufatis","DZ.OR.BO",NA,"3114","Commune","Commune","",""
957,5,"DZA","Algeria",32,"Oran",957,"Bousfer","DZ.OR.BS",NA,"3116","Commune-Cotiere","Commune-Cotiere","",""
958,5,"DZA","Algeria",32,"Oran",958,"Boutlelis","DZ.OR.BL",NA,"3124","Commune","Commune","","Butlilis"
959,5,"DZA","Algeria",32,"Oran",959,"El Ançar","DZ.OR.EA",NA,"3110","Commune-Cotiere","Commune-Cotiere","","El Ancor"
960,5,"DZA","Algeria",32,"Oran",960,"El Braya","DZ.OR.EB",NA,"3118","Commune","Commune","",""
961,5,"DZA","Algeria",32,"Oran",961,"El Kerma","DZ.OR.EK",NA,"3117","Commune","Commune","","El Karma"
962,5,"DZA","Algeria",32,"Oran",962,"Es Senia","DZ.OR.ES",NA,"3105","Commune","Commune","","as-Saniyah"
963,5,"DZA","Algeria",32,"Oran",963,"Gdyel","DZ.OR.GD",NA,"3102","Commune-Cotiere","Commune-Cotiere","","Qadayal"
964,5,"DZA","Algeria",32,"Oran",964,"Hassi Ben Okba","DZ.OR.HO",NA,"3119","Commune-Cotiere","Commune-Cotiere","",""
965,5,"DZA","Algeria",32,"Oran",965,"Hassi Bounif","DZ.OR.HB",NA,"3104","Commune","Commune","","Hassi Bu Nif"
966,5,"DZA","Algeria",32,"Oran",966,"Hassi Mefsoukh","DZ.OR.HM",NA,"3121","Commune","Commune","",""
967,5,"DZA","Algeria",32,"Oran",967,"Marsat El Hadjadj","DZ.OR.MH",NA,"3108","Commune-Cotiere","Commune-Cotiere","",""
968,5,"DZA","Algeria",32,"Oran",968,"Mers El Kebir","DZ.OR.MK",NA,"3115","Commune-Cotiere","Commune-Cotiere","","Mars-al-Kabir"
969,5,"DZA","Algeria",32,"Oran",969,"Misserghin","DZ.OR.MI",NA,"3123","Commune","Commune","",""
970,5,"DZA","Algeria",32,"Oran",970,"Oran","DZ.OR.OR",NA,"3101","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Wahran"
971,5,"DZA","Algeria",32,"Oran",971,"Oued Tlelat","DZ.OR.OT",NA,"3111","Commune","Commune","","Wadi Thalatha"
972,5,"DZA","Algeria",32,"Oran",972,"Sidi Ben Yebka","DZ.OR.SB",NA,"3122","Commune-Cotiere","Commune-Cotiere","","Sidi Ben Yabka"
973,5,"DZA","Algeria",32,"Oran",973,"Sidi Chahmi","DZ.OR.SC",NA,"3113","Commune","Commune","","Sidi Chami"
974,5,"DZA","Algeria",32,"Oran",974,"Tafraoui","DZ.OR.TA",NA,"3112","Commune","Commune","",""
975,5,"DZA","Algeria",33,"Ouargla",975,"Ain Beida","DZ.OG.AB",NA,"3002","Commune","Commune","","`Ayn Bayda"
976,5,"DZA","Algeria",33,"Ouargla",976,"Baladiet Amor","DZ.OG.BA",NA,"3006","Commune","Commune","","Balidat Ameur"
977,5,"DZA","Algeria",33,"Ouargla",977,"Benaceur","DZ.OG.BE",NA,"3017","Commune","Commune","",""
978,5,"DZA","Algeria",33,"Ouargla",978,"El Allia","DZ.OG.EA",NA,"3020","Commune","Commune","",""
979,5,"DZA","Algeria",33,"Ouargla",979,"El Borma","DZ.OG.EB",NA,"3021","Commune","Commune","",""
980,5,"DZA","Algeria",33,"Ouargla",980,"El Hadjira","DZ.OG.EH",NA,"3014","Commune","Commune","","al-Hajirah"
981,5,"DZA","Algeria",33,"Ouargla",981,"Hassi Ben Abdellah","DZ.OG.HB",NA,"3012","Commune","Commune","",""
982,5,"DZA","Algeria",33,"Ouargla",982,"Hassi Messaoud","DZ.OG.HM",NA,"3004","Commune","Commune","","Hassi Mas`ud"
983,5,"DZA","Algeria",33,"Ouargla",983,"M'Naguer","DZ.OG.MN",NA,"3018","Commune","Commune","","Mnaguer"
984,5,"DZA","Algeria",33,"Ouargla",984,"Megarine","DZ.OG.ME",NA,"3019","Commune","Commune","",""
985,5,"DZA","Algeria",33,"Ouargla",985,"N'Goussa","DZ.OG.NG",NA,"3003","Commune","Commune","","Ngoussa"
986,5,"DZA","Algeria",33,"Ouargla",986,"Nezla","DZ.OG.NE",NA,"3008","Commune","Commune","","Nazla"
987,5,"DZA","Algeria",33,"Ouargla",987,"Ouargla","DZ.OG.OU",NA,"3001","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Warqla"
988,5,"DZA","Algeria",33,"Ouargla",988,"Rouissat","DZ.OG.RO",NA,"3005","Commune","Commune","","Ruwisiyat"
989,5,"DZA","Algeria",33,"Ouargla",989,"Sidi Khouiled","DZ.OG.SK",NA,"3011","Commune","Commune","",""
990,5,"DZA","Algeria",33,"Ouargla",990,"Sidi Slimane","DZ.OG.SS",NA,"3010","Commune","Commune","",""
991,5,"DZA","Algeria",33,"Ouargla",991,"Taibet","DZ.OG.TA",NA,"3015","Commune","Commune","","Ta-yabat-al-Janu-biyah"
992,5,"DZA","Algeria",33,"Ouargla",992,"Tebesbest","DZ.OG.TB",NA,"3007","Commune","Commune","","Tabisbast"
993,5,"DZA","Algeria",33,"Ouargla",993,"Temacine","DZ.OG.TM",NA,"3016","Commune","Commune","","Tamacine|Tamasin"
994,5,"DZA","Algeria",33,"Ouargla",994,"Touggourt","DZ.OG.TO",NA,"3013","Commune","Commune","","Tughghurt"
995,5,"DZA","Algeria",33,"Ouargla",995,"Zaouia El Abidia","DZ.OG.ZA",NA,"3009","Commune","Commune","",""
996,5,"DZA","Algeria",34,"Oum el Bouaghi",996,"Ain Bebouche","DZ.OB.AC",NA,"408","Commune","Commune","","Ain Babouche"
997,5,"DZA","Algeria",34,"Oum el Bouaghi",997,"Ain Beida","DZ.OB.AB",NA,"402","Commune","Commune","","`Ayn Bayda"
998,5,"DZA","Algeria",34,"Oum el Bouaghi",998,"Ain El Diss","DZ.OB.AD",NA,"415","Commune","Commune","","Ain Diss"
999,5,"DZA","Algeria",34,"Oum el Bouaghi",999,"Ain El Fakroun","DZ.OB.AF",NA,"425","Commune","Commune","","Ain Fakroun|`Ayn Fakrun"
1000,5,"DZA","Algeria",34,"Oum el Bouaghi",1000,"Ain El Kercha","DZ.OB.AK",NA,"412","Commune","Commune","","Ain Kercha|`Ayn Kirshah"
1001,5,"DZA","Algeria",34,"Oum el Bouaghi",1001,"Ain M'Lila","DZ.OB.AM",NA,"403","Commune","Commune","","Ain Mlila|`Ayn Malilah"
1002,5,"DZA","Algeria",34,"Oum el Bouaghi",1002,"Ain Zitoun","DZ.OB.AZ",NA,"427","Commune","Commune","",""
1003,5,"DZA","Algeria",34,"Oum el Bouaghi",1003,"Belala","DZ.OB.BL",NA,"407","Commune","Commune","","El Belala"
1004,5,"DZA","Algeria",34,"Oum el Bouaghi",1004,"Berriche","DZ.OB.BR",NA,"409","Commune","Commune","",""
1005,5,"DZA","Algeria",34,"Oum el Bouaghi",1005,"Bhir El Chergui","DZ.OB.BH",NA,"404","Commune","Commune","","Behir Chergui"
1006,5,"DZA","Algeria",34,"Oum el Bouaghi",1006,"Bir Chouhada","DZ.OB.BC",NA,"421","Commune","Commune","","Bi`r Shuhada"
1007,5,"DZA","Algeria",34,"Oum el Bouaghi",1007,"El Amiria","DZ.OB.EA",NA,"405","Commune","Commune","",""
1008,5,"DZA","Algeria",34,"Oum el Bouaghi",1008,"El Dhaala","DZ.OB.ED",NA,"411","Commune","Commune","","Dhalaa"
1009,5,"DZA","Algeria",34,"Oum el Bouaghi",1009,"El Djazia","DZ.OB.EJ",NA,"414","Commune","Commune","","El Djezia"
1010,5,"DZA","Algeria",34,"Oum el Bouaghi",1010,"El Fedjoudj Boughrara Saoudi","DZ.OB.EF",NA,"419","Commune","Commune","",""
1011,5,"DZA","Algeria",34,"Oum el Bouaghi",1011,"El Harmilia","DZ.OB.EH",NA,"429","Commune","Commune","",""
1012,5,"DZA","Algeria",34,"Oum el Bouaghi",1012,"El Rahia","DZ.OB.ER",NA,"426","Commune","Commune","","Rehia"
1013,5,"DZA","Algeria",34,"Oum el Bouaghi",1013,"Fkirina","DZ.OB.FK",NA,"416","Commune","Commune","",""
1014,5,"DZA","Algeria",34,"Oum el Bouaghi",1014,"Hanchir Toumghani","DZ.OB.HT",NA,"413","Commune","Commune","",""
1015,5,"DZA","Algeria",34,"Oum el Bouaghi",1015,"Ksar El Sbihi","DZ.OB.KS",NA,"422","Commune","Commune","","Ksar Sbahi"
1016,5,"DZA","Algeria",34,"Oum el Bouaghi",1016,"Meskiana","DZ.OB.ME",NA,"424","Commune","Commune","","Miskyanah"
1017,5,"DZA","Algeria",34,"Oum el Bouaghi",1017,"Oued Nini","DZ.OB.ON",NA,"423","Commune","Commune","",""
1018,5,"DZA","Algeria",34,"Oum el Bouaghi",1018,"Ouled Gacem","DZ.OB.OG",NA,"428","Commune","Commune","",""
1019,5,"DZA","Algeria",34,"Oum el Bouaghi",1019,"Ouled Hamla","DZ.OB.OH",NA,"410","Commune","Commune","",""
1020,5,"DZA","Algeria",34,"Oum el Bouaghi",1020,"Ouled Zaoui","DZ.OB.OZ",NA,"420","Commune","Commune","","Ouled Zouai"
1021,5,"DZA","Algeria",34,"Oum el Bouaghi",1021,"Oum El Bouaghi","DZ.OB.OB",NA,"401","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Umm-al-Bawaghi"
1022,5,"DZA","Algeria",34,"Oum el Bouaghi",1022,"Sigous","DZ.OB.SI",NA,"406","Commune","Commune","","Sigus"
1023,5,"DZA","Algeria",34,"Oum el Bouaghi",1023,"Souk Naamane","DZ.OB.SN",NA,"417","Commune","Commune","","Shamurah"
1024,5,"DZA","Algeria",34,"Oum el Bouaghi",1024,"Zorg","DZ.OB.ZO",NA,"418","Commune","Commune","","El Zorg"
1025,5,"DZA","Algeria",35,"Relizane",1025,"Ain Rahma","DZ.RE.AR",NA,"4824","Commune","Commune","",""
1026,5,"DZA","Algeria",35,"Relizane",1026,"Ain Tarek","DZ.RE.AT",NA,"4819","Commune","Commune","",""
1027,5,"DZA","Algeria",35,"Relizane",1027,"Ammi Moussa","DZ.RE.AM",NA,"4811","Commune","Commune","","Ammi Mussa"
1028,5,"DZA","Algeria",35,"Relizane",1028,"Belaassel Bouzagza","DZ.RE.BB",NA,"4803","Commune","Commune","","Belaassel Bouzegza"
1029,5,"DZA","Algeria",35,"Relizane",1029,"Ben Daoud","DZ.RE.BE",NA,"4835","Commune","Commune","","Bendaoud"
1030,5,"DZA","Algeria",35,"Relizane",1030,"Beni Dergoun","DZ.RE.BD",NA,"4813","Commune","Commune","",""
1031,5,"DZA","Algeria",35,"Relizane",1031,"Beni Zentis","DZ.RE.BZ",NA,"4830","Commune","Commune","",""
1032,5,"DZA","Algeria",35,"Relizane",1032,"Dar Ben Abdelah","DZ.RE.DB",NA,"4832","Commune","Commune","","Dar Ben Abdellah"
1033,5,"DZA","Algeria",35,"Relizane",1033,"Djidiouia","DZ.RE.DJ",NA,"4814","Commune","Commune","",""
1034,5,"DZA","Algeria",35,"Relizane",1034,"El Guettar","DZ.RE.EG",NA,"4815","Commune","Commune","",""
1035,5,"DZA","Algeria",35,"Relizane",1035,"El H'Madna","DZ.RE.ED",NA,"4807","Commune","Commune","","El Hmadna"
1036,5,"DZA","Algeria",35,"Relizane",1036,"El Hassi","DZ.RE.ES",NA,"4833","Commune","Commune","",""
1037,5,"DZA","Algeria",35,"Relizane",1037,"El Matmar","DZ.RE.EM",NA,"4817","Commune","Commune","",""
1038,5,"DZA","Algeria",35,"Relizane",1038,"El Oueldja","DZ.RE.EO",NA,"4836","Commune","Commune","","El Ouldja"
1039,5,"DZA","Algeria",35,"Relizane",1039,"Had Echkalla","DZ.RE.HE",NA,"4834","Commune","Commune","","Had Chekkala"
1040,5,"DZA","Algeria",35,"Relizane",1040,"Hamri","DZ.RE.HA",NA,"4816","Commune","Commune","","El Hamri"
1041,5,"DZA","Algeria",35,"Relizane",1041,"Kalaa","DZ.RE.KA",NA,"4823","Commune","Commune","",""
1042,5,"DZA","Algeria",35,"Relizane",1042,"Lahlef","DZ.RE.LA",NA,"4829","Commune","Commune","",""
1043,5,"DZA","Algeria",35,"Relizane",1043,"Mazouna","DZ.RE.MA",NA,"4822","Commune","Commune","","Mazunah"
1044,5,"DZA","Algeria",35,"Relizane",1044,"Mediouna","DZ.RE.MD",NA,"4809","Commune","Commune","",""
1045,5,"DZA","Algeria",35,"Relizane",1045,"Mendes","DZ.RE.MN",NA,"4828","Commune","Commune","",""
1046,5,"DZA","Algeria",35,"Relizane",1046,"Merdja Sidi Abed","DZ.RE.MS",NA,"4837","Commune","Commune","","Merdjet Sidi Abed"
1047,5,"DZA","Algeria",35,"Relizane",1047,"Ouarizane","DZ.RE.OU",NA,"4821","Commune","Commune","",""
1048,5,"DZA","Algeria",35,"Relizane",1048,"Oued El Djemaa","DZ.RE.OD",NA,"4826","Commune","Commune","","Jidiwiyah"
1049,5,"DZA","Algeria",35,"Relizane",1049,"Oued Essalem","DZ.RE.OE",NA,"4820","Commune","Commune","",""
1050,5,"DZA","Algeria",35,"Relizane",1050,"Oued Rhiou","DZ.RE.OR",NA,"4802","Commune","Commune","","Wadi Rahiyu"
1051,5,"DZA","Algeria",35,"Relizane",1051,"Ouled Sidi Mihoub","DZ.RE.OS",NA,"4838","Commune","Commune","",""
1052,5,"DZA","Algeria",35,"Relizane",1052,"Ouled Yaich","DZ.RE.OY",NA,"4805","Commune","Commune","",""
1053,5,"DZA","Algeria",35,"Relizane",1053,"Ramka","DZ.RE.RA",NA,"4827","Commune","Commune","",""
1054,5,"DZA","Algeria",35,"Relizane",1054,"Relizane","DZ.RE.RE",NA,"4801","Chef-Lieu-Wilaya","Chef-Lieu-Wilaya","","Gha-liza-n"
1055,5,"DZA","Algeria",35,"Relizane",1055,"Sidi Khettab","DZ.RE.SK",NA,"4810","Commune","Commune","",""
1056,5,"DZA","Algeria",35,"Relizane",1056,"Sidi Lazreg","DZ.RE.SL",NA,"4806","Commune","Commune","",""
1057,5,"DZA","Algeria",35,"Relizane",1057,"Sidi M'Hamed Benali","DZ.RE.SB",NA,"4808","Commune","Commune","","Sidi Mhamed Ben Ali|Sidi Muhammad Ban `Âli"
1058,5,"DZA","Algeria",35,"Relizane",1058,"Sidi M'Hamed Benaouda","DZ.RE.SM",NA,"4818","Commune","Commune","","Sidi Mhamed Benaouda"
1059,5,"DZA","Algeria",35,"Relizane",1059,"Sidi Saada","DZ.RE.SS",NA,"4804","Commune","Commune","",""
1060,5,"DZA","Algeria",35,"Relizane",1060,"Souk El Had","DZ.RE.SH",NA,"4831","Commune","Commune","",""
1061,5,"DZA","Algeria",35,"Relizane",1061,"Yellel","DZ.RE.YE",NA,"4825","Commune","Commune","",""
1062,5,"DZA","Algeria",35,"Relizane",1062,"Zemmoura","DZ.RE.ZM",NA,"4812","Commune","Commune","","Zammurah"
1063,5,"DZA","Algeria",36,"Sétif",1063,"Ain-Legradj","DZ.SF.AL",NA,"1913","Commune","Commune","","Ain Lagradj"
